content,score,at,userName,sentiment,text_clean,text_StopWord,text_stemmed
No good,1,2023-01-18 11:10:18,Pengguna Google,Negatif,no good,no good,no good
Sangat informatif dan terus up2date,5,2023-01-18 09:19:42,Pengguna Google,Positif,sangat informatif dan terus update,informatif update,informatif updat
App yess,5,2023-01-18 06:58:37,Pengguna Google,Positif,app yess,app yess,app yess
Terlalu lama loding,1,2023-01-18 06:29:57,Pengguna Google,Negatif,terlalu lama loding,loding,lode
Update informasi sangat cepat,5,2023-01-18 06:24:22,Pengguna Google,Positif,update informasi sangat cepat,update informasi cepat,updat informasi cepat
Diupgrade terus biar tidak lemot,5,2023-01-18 05:14:12,Pengguna Google,Positif,diupgrade terus biar tidak lemot,diupgrade biar lemot,diupgrad biar lemot
Sangat update terimakasih sangat membantu,5,2023-01-18 01:17:25,Pengguna Google,Positif,sangat update terimakasih sangat membantu,update terimakasih membantu,updat terimakasih membantu
Infonya terkini,5,2023-01-18 00:59:15,Pengguna Google,Positif,infonya terkini,infonya terkini,infonya terkini
"Sangat sangat membantu,,,",5,2023-01-18 00:52:53,Pengguna Google,Positif,sangat sangat membantu,membantu,membantu
Sangat membantu sekali,4,2023-01-18 00:47:00,Pengguna Google,Positif,sangat membantu sekali,membantu,membantu
Top,5,2023-01-18 00:42:14,Pengguna Google,Positif,top,top,top
Musim hujan di tebar garam ke laut. Jadinya di darat nggak hujan2. Hujan itu berkah lo....,3,2023-01-17 14:11:20,Pengguna Google,Netral,musim hujan di tebar garam ke laut jadinya di darat nggak hujan hujan itu berkah lo,musim hujan tebar garam laut darat nggak hujan hujan berkah lo,musim hujan tebar garam laut darat nggak hujan hujan berkah lo
Aku bangat aplikasi nya kita dpat jawaban nya semua..,5,2023-01-17 14:10:21,Pengguna Google,Positif,aku bangat aplikasi nya kita dpat jawaban nya semua,bangat aplikasi nya dpat nya,bangat aplikasi nya dpat nya
Bagus,5,2023-01-17 12:58:37,Pengguna Google,Positif,bagus,bagus,bagu
"Dulu waktu masih pake yang lama sebelum update ulang notif sering muncul, sekarang kok gak pernah dapet notif lagi ya? 😭 Padahal udah cek setting berkali-kali takut gak aktif notifnya tapi notif udah aktif, tetep gak muncul notif kalo ada info gempa atau perkiraan cuaca.",4,2023-01-17 12:57:22,Pengguna Google,Positif,dulu waktu masih pake yang lama sebelum update ulang notif sering muncul sekarang kok gak pernah dapet notif lagi ya  padahal udah cek setting berkalikali takut gak aktif notifnya tapi notif udah aktif tetep gak muncul notif kalo ada info gempa atau perkiraan cuaca,pake update ulang notif muncul gak dapet notif ya udah cek setting berkalikali takut gak aktif notifnya notif udah aktif tetep gak muncul notif kalo info gempa perkiraan cuaca,pake updat ulang notif muncul gak dapet notif ya udah cek set berkalikali takut gak aktif notifnya notif udah aktif tetep gak muncul notif kalo info gempa perkiraan cuaca
Sangat membatu tentang informasi gempa terkini,5,2023-01-17 11:40:37,Pengguna Google,Positif,sangat membatu tentang informasi gempa terkini,membatu informasi gempa terkini,membatu informasi gempa terkini
sangat membantu masyarakat dalam mengetui info2 bmkg,5,2023-01-17 10:19:50,Pengguna Google,Positif,sangat membantu masyarakat dalam mengetui info bmkg,membantu masyarakat mengetui info bmkg,membantu masyarakat mengetui info bmkg
Sangat berguna,3,2023-01-17 09:01:21,Pengguna Google,Netral,sangat berguna,berguna,berguna
Bagus banget sangat membantu,5,2023-01-17 08:36:12,Pengguna Google,Positif,bagus banget sangat membantu,bagus banget membantu,bagu banget membantu
Sangat baik,5,2023-01-17 08:11:09,Pengguna Google,Positif,sangat baik,,
Terima kasih,5,2023-01-17 07:51:35,Pengguna Google,Positif,terima kasih,terima kasih,terima kasih
Sangaat membantuuu,5,2023-01-17 06:46:17,Pengguna Google,Positif,sangaat membantuuu,sangaat membantuuu,sangaat membantuuu
HANYA DI FOKUSKAN GEMPA DIDAERAH JAWA DAN SEKITAR NYA SAJA.. APP GA GUNA.,1,2023-01-17 05:10:20,Pengguna Google,Negatif,hanya di fokuskan gempa didaerah jawa dan sekitar nya saja app ga guna,fokuskan gempa didaerah jawa nya app ga,fokuskan gempa didaerah jawa nya app ga
Mantab... Tampilan baru lebih modern dan lebih rinci..,5,2023-01-17 04:52:02,Pengguna Google,Positif,mantab tampilan baru lebih modern dan lebih rinci,mantab tampilan modern rinci,mantab tampilan modern rinci
Ok,5,2023-01-17 04:44:39,Pengguna Google,Positif,ok,ok,ok
Bagus,5,2023-01-17 04:38:57,Pengguna Google,Positif,bagus,bagus,bagu
"Aplikasi yang bagus, sangat bermanfaat, perlu di instal",5,2023-01-16 23:28:45,Pengguna Google,Positif,aplikasi yang bagus sangat bermanfaat perlu di instal,aplikasi bagus bermanfaat instal,aplikasi bagu bermanfaat instal
Bagusss,4,2023-01-16 15:10:14,Pengguna Google,Positif,bagusss,bagusss,bagusss
"Lumayan bagus,tapi bagus pisam sedunia,..awok",3,2023-01-16 14:42:09,Pengguna Google,Netral,lumayan bagustapi bagus pisam seduniaawok,lumayan bagustapi bagus pisam seduniaawok,lumayan bagustapi bagu pisam seduniaawok
KEREN BANGET KALO ADA GEMPA LANGSUNG BUNYI NOTIFIKASI,5,2023-01-16 14:21:56,Pengguna Google,Positif,keren banget kalo ada gempa langsung bunyi notifikasi,keren banget kalo gempa langsung bunyi notifikasi,keren banget kalo gempa langsung bunyi notifikasi
Sangat bermanfaat untuk mengetahui gempa bumi,5,2023-01-16 13:42:34,Pengguna Google,Positif,sangat bermanfaat untuk mengetahui gempa bumi,bermanfaat gempa bumi,bermanfaat gempa bumi
Good,5,2023-01-16 12:44:07,Pengguna Google,Positif,good,good,good
Good,5,2023-01-16 12:40:50,Pengguna Google,Positif,good,good,good
Sangat membantu bagi km nelayan,1,2023-01-16 12:35:51,Pengguna Google,Negatif,sangat membantu bagi km nelayan,membantu km nelayan,membantu km nelayan
Bagus,5,2023-01-16 10:21:11,Pengguna Google,Positif,bagus,bagus,bagu
"Bug sudah diperbaiki, so 5 star.",5,2023-01-16 09:24:06,Pengguna Google,Positif,bug sudah diperbaiki so  star,bug diperbaiki so star,bug diperbaiki so star
Nice,5,2023-01-16 06:00:57,Pengguna Google,Positif,nice,nice,nice
"Aplikasi bagus, dengan tingkat akurasi gang relatif baik. Tolong di ubah antar muka untuk peringatan dini cuaca ya, jangan seperti paragraf tiada akhir, bisa dibuat sistematis sesuai wilayah dan wilayah yang lebih kecil.",5,2023-01-16 05:20:13,Pengguna Google,Positif,aplikasi bagus dengan tingkat akurasi gang relatif baik tolong di ubah antar muka untuk peringatan dini cuaca ya jangan seperti paragraf tiada akhir bisa dibuat sistematis sesuai wilayah dan wilayah yang lebih kecil,aplikasi bagus tingkat akurasi gang relatif tolong ubah muka peringatan cuaca ya paragraf tiada sistematis sesuai wilayah wilayah,aplikasi bagu tingkat akurasi gang relatif tolong ubah muka peringatan cuaca ya paragraf tiada sistemati sesuai wilayah wilayah
Sangat fress perlu beradaptasi Lagi,4,2023-01-16 05:13:06,Pengguna Google,Positif,sangat fress perlu beradaptasi lagi,fress beradaptasi,fress beradaptasi
"Sangat bermanfaat untuk mengetahui informasi cuaca,gempa bumi dan iklim",5,2023-01-16 05:05:43,Pengguna Google,Positif,sangat bermanfaat untuk mengetahui informasi cuacagempa bumi dan iklim,bermanfaat informasi cuacagempa bumi iklim,bermanfaat informasi cuacagempa bumi iklim
Saran aja perlu dibuat list perhari biar tau gempa nya terjadi dimana dan brp x perharinya,4,2023-01-16 00:09:47,Pengguna Google,Positif,saran aja perlu dibuat list perhari biar tau gempa nya terjadi dimana dan brp x perharinya,saran aja list perhari biar tau gempa nya dimana brp x perharinya,saran aja list perhari biar tau gempa nya dimana brp x perharinya
Mantap sangat membantu kemungkinan kebenaran ramalan cuaca 60%,5,2023-01-15 14:13:53,Pengguna Google,Positif,mantap sangat membantu kemungkinan kebenaran ramalan cuaca ,mantap membantu kebenaran ramalan cuaca,mantap membantu kebenaran ramalan cuaca
Trima kasih bmkg sda menyelamatka kita semuanya sy ber termakasi sebanyak banyaknya,5,2023-01-15 10:11:48,Pengguna Google,Positif,trima kasih bmkg sda menyelamatka kita semuanya sy ber termakasi sebanyak banyaknya,trima kasih bmkg sda menyelamatka sy ber termakasi banyaknya,trima kasih bmkg sda menyelamatka sy ber termakasi banyaknya
Berikan kami prediksi akurat sebelum bercana terjadi agar kami bisa bersiap diri.,5,2023-01-15 04:59:03,Pengguna Google,Positif,berikan kami prediksi akurat sebelum bercana terjadi agar kami bisa bersiap diri,prediksi akurat bercana,prediksi akurat bercana
Ok....bisa membantu untuk mengetahui prakiraan cuaca,4,2023-01-15 04:02:39,Pengguna Google,Positif,okbisa membantu untuk mengetahui prakiraan cuaca,okbisa membantu prakiraan cuaca,okbisa membantu prakiraan cuaca
gud,5,2023-01-15 02:47:54,Pengguna Google,Positif,gud,gud,gud
"berguna sekali,mantap",5,2023-01-15 02:22:59,Pengguna Google,Positif,berguna sekalimantap,berguna sekalimantap,berguna sekalimantap
Ok,4,2023-01-15 01:23:09,Pengguna Google,Positif,ok,ok,ok
Oke bagus,5,2023-01-14 22:52:15,Pengguna Google,Positif,oke bagus,oke bagus,oke bagu
"Lumayan bagus, saya suka",5,2023-01-14 19:17:07,Pengguna Google,Positif,lumayan bagus saya suka,lumayan bagus suka,lumayan bagu suka
Sangat membantu saya bisa tau titik gempa,5,2023-01-14 12:53:43,Pengguna Google,Positif,sangat membantu saya bisa tau titik gempa,membantu tau titik gempa,membantu tau titik gempa
Informasi sangat berguna dan akurat,5,2023-01-14 05:21:15,Pengguna Google,Positif,informasi sangat berguna dan akurat,informasi berguna akurat,informasi berguna akurat
"Ok, sangat membantu",5,2023-01-13 23:02:05,Pengguna Google,Positif,ok sangat membantu,ok membantu,ok membantu
Info yang sangat penting untuk kesiagaan,5,2023-01-13 22:20:28,Pengguna Google,Positif,info yang sangat penting untuk kesiagaan,info kesiagaan,info kesiagaan
Kasih bintang 2 dulu. Soalnya notifikasinya ga muncul jadi ga tau di daerah kita ada peringatan cuaca atau ga 😭. Mohon di perbaikin lagi untuk notifikasinya 🙏🙏,2,2023-01-13 21:50:11,Pengguna Google,Negatif,kasih bintang  dulu soalnya notifikasinya ga muncul jadi ga tau di daerah kita ada peringatan cuaca atau ga  mohon di perbaikin lagi untuk notifikasinya ,kasih bintang notifikasinya ga muncul ga tau daerah peringatan cuaca ga mohon perbaikin notifikasinya,kasih bintang notifikasinya ga muncul ga tau daerah peringatan cuaca ga mohon perbaikin notifikasinya
Informatif,5,2023-01-13 15:54:59,Pengguna Google,Positif,informatif,informatif,informatif
Siiiiip,5,2023-01-13 14:55:14,Pengguna Google,Positif,siiiiip,siiiiip,siiiiip
Aplikasi ini bagus bisa mengetahui cuaca dimanapun,5,2023-01-13 14:53:36,Pengguna Google,Positif,aplikasi ini bagus bisa mengetahui cuaca dimanapun,aplikasi bagus cuaca dimanapun,aplikasi bagu cuaca dimanapun
Cukup bagus,5,2023-01-13 13:38:36,Pengguna Google,Positif,cukup bagus,bagus,bagu
3 Bulan yg lalu di 2022 Sy unistal aplikasi BMKG karena Sy kecewa tdk seperti yg dulu sangat bagus sebelum di update ke versi terbaru. Tapi skrg Alhamdulillah Sy download lagi stelah ada parbaikan bagus seperti dulu kembali⭐⭐⭐⭐⭐🙏,5,2023-01-13 12:57:04,Pengguna Google,Positif, bulan yg lalu di  sy unistal aplikasi bmkg karena sy kecewa tdk seperti yg dulu sangat bagus sebelum di update ke versi terbaru tapi skrg alhamdulillah sy download lagi stelah ada parbaikan bagus seperti dulu kembali,yg sy unistal aplikasi bmkg sy kecewa tdk yg bagus update versi terbaru skrg alhamdulillah sy download stelah parbaikan bagus,yg sy unist aplikasi bmkg sy kecewa tdk yg bagu updat versi terbaru skrg alhamdulillah sy download stelah parbaikan bagu
Sangat membantu,4,2023-01-13 12:53:09,Pengguna Google,Positif,sangat membantu,membantu,membantu
Mantap,5,2023-01-13 12:50:47,Pengguna Google,Positif,mantap,mantap,mantap
Informasi yang akurat dan cepat,5,2023-01-13 12:45:35,Pengguna Google,Positif,informasi yang akurat dan cepat,informasi akurat cepat,informasi akurat cepat
Sangat bermanfaat,5,2023-01-13 11:57:52,Pengguna Google,Positif,sangat bermanfaat,bermanfaat,bermanfaat
Great,5,2023-01-13 11:52:36,Pengguna Google,Positif,great,great,great
Akurat dan cepat..,5,2023-01-13 11:02:59,Pengguna Google,Positif,akurat dan cepat,akurat cepat,akurat cepat
Mantap,4,2023-01-13 07:18:28,Pengguna Google,Positif,mantap,mantap,mantap
Aplikasi topp,5,2023-01-13 01:00:48,Pengguna Google,Positif,aplikasi topp,aplikasi topp,aplikasi topp
Sangat membantu,5,2023-01-13 00:39:43,Pengguna Google,Positif,sangat membantu,membantu,membantu
"Saya sdh donlod, tapi aplikasinya ga bisa dibuka",2,2023-01-12 23:38:55,Pengguna Google,Negatif,saya sdh donlod tapi aplikasinya ga bisa dibuka,sdh donlod aplikasinya ga dibuka,sdh donlod aplikasinya ga dibuka
Akurat,5,2023-01-12 22:23:17,Pengguna Google,Positif,akurat,akurat,akurat
Saya mau menginstal apkikasi ini ingin mengetahui info bmkg,5,2023-01-12 22:18:30,Pengguna Google,Positif,saya mau menginstal apkikasi ini ingin mengetahui info bmkg,menginstal apkikasi info bmkg,menginst apkikasi info bmkg
baik,4,2023-01-12 20:51:39,Pengguna Google,Positif,baik,,
Proses tepat,5,2023-01-12 20:34:03,Pengguna Google,Positif,proses tepat,proses,prose
Mantap dan keren,3,2023-01-12 18:16:11,Pengguna Google,Netral,mantap dan keren,mantap keren,mantap keren
Bug lokasi.,2,2023-01-12 14:34:33,Pengguna Google,Negatif,bug lokasi,bug lokasi,bug lokasi
Semoga mak8n akurat data nya,3,2023-01-12 13:48:45,Pengguna Google,Netral,semoga makn akurat data nya,semoga makn akurat data nya,semoga makn akurat data nya
Aplikasi ini sangat penting untuk panduan di saat perjalanan jauh,5,2023-01-12 13:20:56,Pengguna Google,Positif,aplikasi ini sangat penting untuk panduan di saat perjalanan jauh,aplikasi panduan perjalanan,aplikasi panduan perjalanan
Parah malah force close apk nya😒😒,1,2023-01-12 12:10:10,Pengguna Google,Negatif,parah malah force close apk nya,parah force close apk nya,parah forc close apk nya
Baik,5,2023-01-12 12:02:19,Pengguna Google,Positif,baik,,
"Semakin diupdate semakin tidak jelas. Prakiraan cuaca sering meleset, contoh akan terjadi hujan ringan nyatanya panas menggelegak",2,2023-01-12 10:37:09,Pengguna Google,Negatif,semakin diupdate semakin tidak jelas prakiraan cuaca sering meleset contoh akan terjadi hujan ringan nyatanya panas menggelegak,diupdate prakiraan cuaca meleset contoh hujan ringan panas menggelegak,diupdat prakiraan cuaca meleset contoh hujan ringan pana menggelegak
Alhamdulillah sangat mudah kami pahami,5,2023-01-12 08:52:18,Pengguna Google,Positif,alhamdulillah sangat mudah kami pahami,alhamdulillah mudah pahami,alhamdulillah mudah pahami
Ok,5,2023-01-12 07:10:15,Pengguna Google,Positif,ok,ok,ok
UI/UX lebih mantap sederhana kemarin dan lebih friendly. Down upgrade mending untuk petugas maintenance nya.,5,2023-01-12 06:32:55,Pengguna Google,Positif,uiux lebih mantap sederhana kemarin dan lebih friendly down upgrade mending untuk petugas maintenance nya,uiux mantap sederhana kemarin friendly down upgrade mending petugas maintenance nya,uiux mantap sederhana kemarin friendli down upgrad mend petuga mainten nya
Mantap aplikasi ini memberikan info akurat,5,2023-01-12 06:27:30,Pengguna Google,Positif,mantap aplikasi ini memberikan info akurat,mantap aplikasi info akurat,mantap aplikasi info akurat
Sangat Membantu informasih🙏💪 Sangat sangat Berguna sekali Buat Kita🙏AMIN🙏,5,2023-01-12 06:23:59,Pengguna Google,Positif,sangat membantu informasih sangat sangat berguna sekali buat kitaamin,membantu informasih berguna kitaamin,membantu informasih berguna kitaamin
Bisa selalu update informasi tentang keadaan alam di sekitar...,4,2023-01-12 02:13:56,Pengguna Google,Positif,bisa selalu update informasi tentang keadaan alam di sekitar,update informasi alam,updat informasi alam
Sesuai,5,2023-01-12 00:04:33,Pengguna Google,Positif,sesuai,sesuai,sesuai
Sangat bermanfaat dlm memberikan informasi,5,2023-01-11 23:57:27,Pengguna Google,Positif,sangat bermanfaat dlm memberikan informasi,bermanfaat dlm informasi,bermanfaat dlm informasi
Lebih ditingkatkan lagi keakuratan informasi nya,5,2023-01-11 23:53:44,Pengguna Google,Positif,lebih ditingkatkan lagi keakuratan informasi nya,ditingkatkan keakuratan informasi nya,ditingkatkan keakuratan informasi nya
Sangat membantu,5,2023-01-11 23:49:14,Pengguna Google,Positif,sangat membantu,membantu,membantu
Ok keren banget,5,2023-01-11 23:27:32,Pengguna Google,Positif,ok keren banget,ok keren banget,ok keren banget
Cukup membantu semua informasinya.,5,2023-01-11 22:29:22,Pengguna Google,Positif,cukup membantu semua informasinya,membantu informasinya,membantu informasinya
Mantap,5,2023-01-11 22:20:50,Pengguna Google,Positif,mantap,mantap,mantap
Good,5,2023-01-11 22:15:32,Pengguna Google,Positif,good,good,good
Mantap terimakasih kami bisa mengatur untuk berpergian dgn melihat tinjauan cuaca,5,2023-01-11 21:46:34,Pengguna Google,Positif,mantap terimakasih kami bisa mengatur untuk berpergian dgn melihat tinjauan cuaca,mantap terimakasih mengatur berpergian dgn tinjauan cuaca,mantap terimakasih mengatur berpergian dgn tinjauan cuaca
Mantap dan terpercaya 👍,5,2023-01-11 18:34:47,Pengguna Google,Positif,mantap dan terpercaya ,mantap terpercaya,mantap terpercaya
Tingkatkan lagi realtime nya,5,2023-01-11 18:10:24,Pengguna Google,Positif,tingkatkan lagi realtime nya,tingkatkan realtime nya,tingkatkan realtim nya
Bagus bermanfaat,5,2023-01-11 16:43:09,Pengguna Google,Positif,bagus bermanfaat,bagus bermanfaat,bagu bermanfaat
Bagus,5,2023-01-11 16:15:50,Pengguna Google,Positif,bagus,bagus,bagu
terus perbaiki,5,2023-01-11 15:22:12,Pengguna Google,Positif,terus perbaiki,perbaiki,perbaiki
"Cukup informatif, tetap perlu di update terus sesuai kebutuhan Negara Indonesia yg sering dikatakan supermarket bencana, terimakasih.",5,2023-01-11 14:42:31,Pengguna Google,Positif,cukup informatif tetap perlu di update terus sesuai kebutuhan negara indonesia yg sering dikatakan supermarket bencana terimakasih,informatif update sesuai kebutuhan negara indonesia yg supermarket bencana terimakasih,informatif updat sesuai kebutuhan negara indonesia yg supermarket bencana terimakasih
"Aplikasi yang bagus, lumayan akurat",5,2023-01-11 14:36:30,Pengguna Google,Positif,aplikasi yang bagus lumayan akurat,aplikasi bagus lumayan akurat,aplikasi bagu lumayan akurat
Tolong di tingkat kan lagi,4,2023-01-11 14:34:59,Pengguna Google,Positif,tolong di tingkat kan lagi,tolong tingkat,tolong tingkat
Baru percobaan,1,2023-01-11 14:15:51,Pengguna Google,Negatif,baru percobaan,percobaan,percobaan
Baik,5,2023-01-11 13:22:37,Pengguna Google,Positif,baik,,
Sangat membantu👍👍👍👍..tingkatkan terus...,4,2023-01-11 13:18:27,Pengguna Google,Positif,sangat membantutingkatkan terus,membantutingkatkan,membantutingkatkan
Lumay an,4,2023-01-11 13:16:16,Pengguna Google,Positif,lumay an,lumay an,lumay an
Ok,5,2023-01-11 13:01:45,Pengguna Google,Positif,ok,ok,ok
Ok,5,2023-01-11 13:01:15,Pengguna Google,Positif,ok,ok,ok
Mudah mudahan bermanfaat buat semua masyarakat Indonesia,5,2023-01-11 12:55:34,Pengguna Google,Positif,mudah mudahan bermanfaat buat semua masyarakat indonesia,mudah mudahan bermanfaat masyarakat indonesia,mudah mudahan bermanfaat masyarakat indonesia
"Sangat membantu, untuk mengetahui kondisi cuaca di luar kota (hujan) krn sedang memonitor proyek, sedangkan sy berada di JKT.",5,2023-01-11 12:51:33,Pengguna Google,Positif,sangat membantu untuk mengetahui kondisi cuaca di luar kota hujan krn sedang memonitor proyek sedangkan sy berada di jkt,membantu kondisi cuaca kota hujan krn memonitor proyek sy jkt,membantu kondisi cuaca kota hujan krn memonitor proyek sy jkt
Sangat membantu sekali...bagus untuk bisa mengikuti kondisi yg sekarang terjadi.,5,2023-01-11 12:47:50,Pengguna Google,Positif,sangat membantu sekalibagus untuk bisa mengikuti kondisi yg sekarang terjadi,membantu sekalibagus mengikuti kondisi yg,membantu sekalibagu mengikuti kondisi yg
"Tampilan tambah bagus, tapi sayang data peringatan dini nya tidak bisa dicopy paste, sehingga sulit dishare ke medsos",5,2023-01-11 12:47:50,Pengguna Google,Positif,tampilan tambah bagus tapi sayang data peringatan dini nya tidak bisa dicopy paste sehingga sulit dishare ke medsos,tampilan bagus sayang data peringatan nya dicopy paste sulit dishare medsos,tampilan bagu sayang data peringatan nya dicopi past sulit dishar medso
Informatif. Makasih,5,2023-01-11 12:46:27,Pengguna Google,Positif,informatif makasih,informatif makasih,informatif makasih
Butuh info gempa tercepat,3,2023-01-11 11:57:12,Pengguna Google,Netral,butuh info gempa tercepat,butuh info gempa tercepat,butuh info gempa tercepat
Diupdate jadi jelek🤣,1,2023-01-11 11:18:32,Pengguna Google,Negatif,diupdate jadi jelek,diupdate jelek,diupdat jelek
Sangat bagus sekali,5,2023-01-11 11:05:17,Pengguna Google,Positif,sangat bagus sekali,bagus,bagu
Okelah,5,2023-01-11 10:50:04,Pengguna Google,Positif,okelah,okelah,okelah
Sangat membantu info bencana terutama gempa,5,2023-01-11 10:29:09,Pengguna Google,Positif,sangat membantu info bencana terutama gempa,membantu info bencana gempa,membantu info bencana gempa
Mendapat informasi terkini dg cepat & akurat.,5,2023-01-11 10:25:49,Pengguna Google,Positif,mendapat informasi terkini dg cepat  akurat,informasi terkini dg cepat akurat,informasi terkini dg cepat akurat
Sangat bermanfaat..,5,2023-01-11 09:55:42,Pengguna Google,Positif,sangat bermanfaat,bermanfaat,bermanfaat
Bisa mengkonfirmasi berita bencana,5,2023-01-11 09:51:14,Pengguna Google,Positif,bisa mengkonfirmasi berita bencana,mengkonfirmasi berita bencana,mengkonfirmasi berita bencana
Bagaimana ini? Versi yg terbarunya sering keluar/menghilang dengan sendirinya. Tolong diperbaiki.,5,2023-01-11 09:43:58,Pengguna Google,Positif,bagaimana ini versi yg terbarunya sering keluarmenghilang dengan sendirinya tolong diperbaiki,versi yg terbarunya keluarmenghilang tolong diperbaiki,versi yg terbarunya keluarmenghilang tolong diperbaiki
Bermanfaat sekali,4,2023-01-11 09:25:19,Pengguna Google,Positif,bermanfaat sekali,bermanfaat,bermanfaat
Mantap,5,2023-01-11 09:23:21,Pengguna Google,Positif,mantap,mantap,mantap
Sangat membantu kami tentang info2 terkini,5,2023-01-11 09:13:34,Pengguna Google,Positif,sangat membantu kami tentang info terkini,membantu info terkini,membantu info terkini
Okay mantap sekali,5,2023-01-11 09:11:29,Pengguna Google,Positif,okay mantap sekali,okay mantap,okay mantap
Sangat membantu,5,2023-01-11 09:10:19,Pengguna Google,Positif,sangat membantu,membantu,membantu
Lambat update skrg BMKG mah,1,2023-01-11 09:02:40,Pengguna Google,Negatif,lambat update skrg bmkg mah,lambat update skrg bmkg mah,lambat updat skrg bmkg mah
Untuk cuaca nya tidak akurat.,3,2023-01-11 09:00:16,Pengguna Google,Netral,untuk cuaca nya tidak akurat,cuaca nya akurat,cuaca nya akurat
Sangat membantu mberikan infomasi terkini,5,2023-01-11 08:19:23,Pengguna Google,Positif,sangat membantu mberikan infomasi terkini,membantu mberikan infomasi terkini,membantu mberikan infomasi terkini
Ok,5,2023-01-11 08:13:05,Pengguna Google,Positif,ok,ok,ok
Baguusssss👍👍👍,5,2023-01-11 08:07:23,Pengguna Google,Positif,baguusssss,baguusssss,baguusssss
Top markotop,5,2023-01-11 08:05:01,Pengguna Google,Positif,top markotop,top markotop,top markotop
Sangat membantu... aplikasi bmkg ini,5,2023-01-11 08:02:20,Pengguna Google,Positif,sangat membantu aplikasi bmkg ini,membantu aplikasi bmkg,membantu aplikasi bmkg
Baik,5,2023-01-11 06:52:06,Pengguna Google,Positif,baik,,
"minggu minggu terakhir ini ramalan cuaca nya tidak tepat ya.. Iya sih nama nya ramalan cuaca,bukan tebak tepat cuaca ya....",5,2023-01-11 06:42:09,Pengguna Google,Positif,minggu minggu terakhir ini ramalan cuaca nya tidak tepat ya iya sih nama nya ramalan cuacabukan tebak tepat cuaca ya,minggu minggu ramalan cuaca nya ya iya sih nama nya ramalan cuacabukan tebak cuaca ya,minggu minggu ramalan cuaca nya ya iya sih nama nya ramalan cuacabukan tebak cuaca ya
Semoga bagus maaf baru permulaan,4,2023-01-11 05:15:17,Pengguna Google,Positif,semoga bagus maaf baru permulaan,semoga bagus maaf permulaan,semoga bagu maaf permulaan
Mantap,3,2023-01-11 02:19:34,Pengguna Google,Netral,mantap,mantap,mantap
Kabar yang di muat membantu kenyamanan masyarakat,5,2023-01-10 21:45:25,Pengguna Google,Positif,kabar yang di muat membantu kenyamanan masyarakat,kabar muat membantu kenyamanan masyarakat,kabar muat membantu kenyamanan masyarakat
"Semenjak di upgrade yang baru, aplikasinya sering force close sendiri padahal memory masih banyak di hp saya. Tolong di sempurnakan kembali aplikasinya! Thanks",1,2023-01-10 17:04:59,Pengguna Google,Negatif,semenjak di upgrade yang baru aplikasinya sering force close sendiri padahal memory masih banyak di hp saya tolong di sempurnakan kembali aplikasinya thanks,semenjak upgrade aplikasinya force close memory hp tolong sempurnakan aplikasinya thanks,semenjak upgrad aplikasinya forc close memori hp tolong sempurnakan aplikasinya thank
inih aplikasi ko klo di buka kembali terus syh suruh lihat apa tolong di perbaikin dong,2,2023-01-10 16:14:02,Pengguna Google,Negatif,inih aplikasi ko klo di buka kembali terus syh suruh lihat apa tolong di perbaikin dong,inih aplikasi ko klo buka syh suruh lihat tolong perbaikin,inih aplikasi ko klo buka syh suruh lihat tolong perbaikin
Top,5,2023-01-10 15:09:51,Pengguna Google,Positif,top,top,top
Pas mo masuk apk nya dia keluar keluar terus sa juga su kasih riset juga sama aja,1,2023-01-10 15:06:46,Pengguna Google,Negatif,pas mo masuk apk nya dia keluar keluar terus sa juga su kasih riset juga sama aja,pas mo masuk apk nya sa su kasih riset aja,pa mo masuk apk nya sa su kasih riset aja
"Tolong diperbaiki apk ny, awal install baik² aja tapi makin kesini sering keluar sendiri dari apk ny dan gak bisa tekan fitur² nya",3,2023-01-10 14:51:30,Pengguna Google,Netral,tolong diperbaiki apk ny awal install baik² aja tapi makin kesini sering keluar sendiri dari apk ny dan gak bisa tekan fitur² nya,tolong diperbaiki apk ny install baik² aja kesini apk ny gak tekan fitur² nya,tolong diperbaiki apk ny instal baik² aja kesini apk ny gak tekan fitur² nya
Kenapa Min Sarmin apps nya gk bisa tk Buka stelah di Dondot.,1,2023-01-10 14:20:51,Pengguna Google,Negatif,kenapa min sarmin apps nya gk bisa tk buka stelah di dondot,min sarmin apps nya gk tk buka stelah dondot,min sarmin app nya gk tk buka stelah dondot
Semakin bagus..,5,2023-01-10 14:04:09,Pengguna Google,Positif,semakin bagus,bagus,bagu
"Setiap login, pasti keluar sndri jadi ga bisa liat info",1,2023-01-10 13:27:45,Pengguna Google,Negatif,setiap login pasti keluar sndri jadi ga bisa liat info,login sndri ga liat info,login sndri ga liat info
"Aplikasinya setelah diupdate, sering keluar sendiri",1,2023-01-10 13:14:23,Pengguna Google,Negatif,aplikasinya setelah diupdate sering keluar sendiri,aplikasinya diupdate,aplikasinya diupdat
Pas di buka kluar sendiri kenapa ya,1,2023-01-10 13:10:58,Pengguna Google,Negatif,pas di buka kluar sendiri kenapa ya,pas buka kluar ya,pa buka kluar ya
Tingkatkan aplikasinya,3,2023-01-10 10:25:22,Pengguna Google,Netral,tingkatkan aplikasinya,tingkatkan aplikasinya,tingkatkan aplikasinya
